Restaurant Name,Rating,Price Range,Type of food,Phone,Address,Zipcode,City,State,Country,Website,Hours
Johnny Rockets,3.5,$$$,"American, chicken wings",,"Batallon San Patricio 1000, Col. Residencial San Agustin",66278,San Pedro Garza García,Nuevo León,MX,johnnyrockets.mx,Mon 10:00 am - 10:00 pm; Tue 10:00 am - 10:00 pm; Wed 10:00 am - 10:00 pm; Thu 10:00 am - 10:00 pm; Fri 10:00 am - 10:00 pm; Sat 10:00 am - 10:00 pm; Sun 10:00 am - 10:00 pm Closed now
Kentucky Fried Chicken,3.0,$,"American, chicken wings",,"Mier y Pesado 138 esq. Xola, Del Valle",03100,"México, D.F.",,MX,kfc.com.mx,
KFC,4.0,,"American, chicken wings",,8 de Julio #1845 Col. Morelos,44910,Guadalajara,Jalisco,MX,,
KFC,3.0,$,"American, chicken wings",+52 33 363 49176,"Plaza las Águilas, Av. Lopez Mateos Sur 5295, Col. Las Aguilas",45070,Zapopan,Jalisco,MX,kfc.com.mx,
Kitchen 6,3.5,$$,"American, chicken wings",,"Altavista 207, Colonia San Angel",01060,"México, D.F.",,MX,,
La Casa del Faro,3.5,,"American, chicken wings",,Calle 17 48,97330,Chicxulub Puerto,Yucatán,MX,,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 9:00 am - 9:00 pm; Fri 9:00 am - 9:00 pm; Sat 9:00 am - 9:00 pm; Sun 9:00 am - 9:00 pm Closed now
La Choperia Chalco,,,"American, chicken wings",,Calle Nicolás Bravo,,Ixtapaluca,México,MX,,Mon 4:00 pm - 10:00 pm; Tue 4:00 pm - 10:00 pm; Wed 4:00 pm - 10:00 pm; Thu 4:00 pm - 10:00 pm; Fri 4:00 pm - 1:00 am; Sat 4:00 pm - 1:00 am; Sun 4:00 pm - 1:00 am Closed now
La Parrilla de Fer,,,"American, chicken wings",,"Av Samuel Gompers S/N, Col. Santa Cruz Meyehualco",09290,"México, D.F.",,MX,,
La Satina,3.0,,"American, chicken wings",,Puente de Alvarado,06030,"México, D.F.",,MX,,
La Terraza Americana,4.0,$$$,"American, chicken wings",+52 624 145 6400,"Esperanza An Auberge Resort, Carretera Transpeninsular KM 7, Manzana 10",23410,Cabo San Lucas,Baja California Sur,MX,esperanza.aubergeresorts.com,Mon 9:00 am - 5:00 pm; Tue 9:00 am - 5:00 pm; Wed 9:00 am - 5:00 pm; Thu 9:00 am - 5:00 pm; Fri 9:00 am - 5:00 pm; Sat 9:00 am - 5:00 pm; Sun 9:00 am - 5:00 pm Closed now
Las Alitas,4.0,,"American, chicken wings",+52 81 800 40473,"Av. Lázaro Cárdenas 2660, Col. Valle Oriente",66269,Monterrey,Nuevo León,MX,,
Las Alitas,2.0,,"American, chicken wings",+52 55 5652 5194,"Av.  Pacífico 4178, Col. Jardines del Pedregal",01900,"México, D.F.",,MX,lasalitas.com,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 12:00 am; Sat 12:00 pm - 12:00 am; Sun 12:00 pm - 12:00 am Closed now
Las Alitas,3.5,$$$,"American, chicken wings",+52 55 5677 1537,"Canal de Miramontes 3155, Interior AN-018, Col. Vergel Coapa",14320,"México, D.F.",,MX,lasalitas.com,
Las Alitas Polanco,4.0,$$$,"American, chicken wings",+52 55 5280 0306,"Calle Galileo # 17, Col. Polanco,, Delegación Miguel Hidalgo",11550,"México, D.F.",,MX,lasalitas.com,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 1:00 am; Sat 12:00 pm - 1:00 am; Sun 12:00 pm - 12:00 am Closed now
Las Alitas Santa Fé,4.0,$$$,"American, chicken wings",+52 55 5292 4381,"Av. Vasco de Quiroga # 3900, Col. Lomas de Sta Fé,, Edificio Corporativo Diamante, Delegación Cuajimalpa",01219,"México, D.F.",,MX,lasalitas.com,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 1:00 am; Sat 12:00 pm - 1:00 am; Sun 12:00 pm - 12:00 am Open now
Las Alitas Torres Lindavista,3.0,$$$,"American, chicken wings",+52 55 5586 1309,"Miguel Otón de Mendizabal 343, Col. Nueva Industrial Vallejo",07700,"México, D.F.",,MX,lasalitas.com,Mon 1:00 pm - 10:00 pm; Tue 1:00 pm - 10:00 pm; Wed 1:00 pm - 10:00 pm; Thu 1:00 pm - 10:00 pm; Fri 1:00 pm - 10:00 pm; Sat 1:00 pm - 10:00 pm; Sun 1:00 pm - 10:00 pm Open now
Las Fabulosas Papa,4.0,$$$,"American, chicken wings",+52 462 135 6484,"Gómez Morin, 3473, Las Heras 2da Sección",36640,Irapuato,Guanajuato,MX,,
Logans,3.0,$$$,"American, chicken wings",+52 44 224 27866,"Av. Tecnológico 125, Col. Centro",76000,Santiago de Querétaro,Querétaro,MX,logansbeerhouse.com,Mon 1:00 pm - 2:00 am; Tue 1:00 pm - 2:00 am; Wed 1:00 pm - 2:00 am; Thu 1:00 pm - 2:00 am; Fri 1:00 pm - 2:00 am; Sat 1:00 pm - 2:00 am; Sun 1:00 pm - 9:00 pm Closed now
Los Bisquets Obregon,,,"American, chicken wings",,"Av. Central No. 285, Bosques de Aragón, Nezahualcóyotl",57170,Ciudad Nezahualcóyotl,México,MX,lbbo.com.mx,
Lucky’s,1.5,$,"American, chicken wings",+52 55 5510 9481,Monte de Piedad 13,06000,"México, D.F.",,MX,,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun 10:00 am - 6:00 am Closed now
Lupes BBQ,4.5,$$$,"American, chicken wings",+52 33 381 71180,Av. Américas 1505,44630,Guadalajara,Jalisco,MX,,Mon 6:30 pm - 11:00 pm; Tue Closed; Wed 6:30 pm - 11:00 pm; Thu 1:30 am - 11:00 pm; Fri 1:30 am - 11:00 pm; Sat 1:30 am - 11:00 pm; Sun 1:30 am - 6:00 pm Open now
Main Station,5.0,$$$,"American, chicken wings",,Bosque de Arrayan,,Ciudad López Mateos,México,MX,,
María Sabina,3.0,,"American, chicken wings",,"Edison 18, Frente a la lotería",06030,"México, D.F.",,MX,,Mon 9:00 am - 5:00 pm; Tue 9:00 am - 5:00 pm; Wed 9:00 am - 5:00 pm; Thu 9:00 am - 5:00 pm; Fri 9:00 am - 5:00 pm; Sat Closed; Sun Closed
Marie Callender’s,3.5,,"American, chicken wings",+52 55 5559 3715,Av. Insurgentes Sur 1168,03100,"México, D.F.",,MX,,Mon 8:00 am - 10:00 pm; Tue 8:00 am - 10:00 pm; Wed 8:00 am - 10:00 pm; Thu 8:00 am - 10:00 pm; Fri 8:00 am - 11:00 pm; Sat 8:00 am - 11:00 pm; Sun 8:00 am - 9:00 pm Open now
Marinos Action Grill,3.0,,"American, chicken wings",,"Calzada de Las Bombas 72, Col. El Parque, Coyoacán",04909,"México, D.F.",,MX,,Mon 11:00 am - 9:00 pm; Tue 11:00 am - 9:00 pm; Wed 11:00 am - 9:00 pm; Thu 11:00 am - 9:00 pm; Fri 11:00 am - 9:00 pm; Sat 11:00 am - 9:00 pm; Sun Closed
Más Que Natural,,,"American, chicken wings",+52 55 5574 8801,"Av. Chapultepec 540 local B, Condesa",06479,Ciudad de México,Guerrero,MX,,
Mi Viejo Molino,5.0,,"American, chicken wings",,"Plaza Dorada, Calle 50 143",97139,Mérida,Yucatán,MX,miviejomolino.com,
Mi Viejo Molino,4.0,$$,"American, chicken wings",+52 999 926 8468,"Calle 34 200, Col. Buenavista",97215,Mérida,Yucatán,MX,miviejomolino.com,
Mi Viejo Molino,4.5,$$,"American, chicken wings",,"Plaza Fortuna, Calle 7 532",97134,Mérida,Yucatán,MX,miviejomolino.com,
Mi Viejo Molino,4.0,,"American, chicken wings",+52 999 941 6699,"Calle 23 606, Locales 9 y 10",97314,Mérida,Yucatán,MX,miviejomolino.com,
Mi Viejo Molino,,$$,"American, chicken wings",+52 999 926 8468,"Calle 30 130, Col. Mexico",97128,Mérida,Yucatán,MX,,
MidTown,4.5,$$$,"American, chicken wings",+52 222 211 0962,"43 Poniente 303, Col. Huexotitla",72834,Puebla,,MX,,
Mucho Pollo!,3.0,,"American, chicken wings",,"Anillo Periferico, San Jeronimo",64637,Monterrey,Nuevo León,MX,,
Nautipollo,3.0,,"American, chicken wings",+52 55 5564 9320,"Insurgentes Sur 375, Col. Hipódromo, Cuauhtémoc",06100,"México, D.F.",,MX,,Mon 10:00 am - 8:00 pm; Tue 10:00 am - 8:00 pm; Wed 10:00 am - 8:00 pm; Thu 10:00 am - 8:00 pm; Fri 10:00 am - 8:00 pm; Sat 10:00 am - 8:00 pm; Sun Closed
Peewee Wings and Ribs,4.0,,"American, chicken wings",+52 664 202 9961,"Plaza Fiesta, Calle Paseo de los Héroes 9415",22100,Tijuana,Baja California,MX,,Mon Closed; Tue Closed; Wed 5:00 pm - 1:00 am; Thu 5:00 pm - 1:00 am; Fri 5:00 pm - 1:00 am; Sat 5:00 pm - 1:00 am; Sun 5:00 pm - 1:00 am Closed now
Petunia´s,3.5,$$,"American, chicken wings",+52 81 197 10297,San Jerónimo 960,66360,Monterrey,Nuevo León,MX,petunias.com.mx,
Pollo En Llamas,3.0,,"American, chicken wings",,"Miramontes s/n, Col. Real Del Sur",14308,"México, D.F.",,MX,,Mon 10:00 am - 9:00 pm; Tue 10:00 am - 9:00 pm; Wed 10:00 am - 9:00 pm; Thu 10:00 am - 9:00 pm; Fri 10:00 am - 9:00 pm; Sat Closed; Sun Closed
Pollo Feliz,3.0,,"American, chicken wings",,"Av. Forjadores de Puebla, Col. Manantiales",72757,Puebla,,MX,pollofelizpuebla.com,
Pollo Matón,,,"American, chicken wings",+52 80 092 50800,"Av. Simón Bolívar #1002 esquina con Madero, Colonia Mitras Centro",64460,Mitras Centro,Nuevo León,MX,pollomaton.com,
Pollos Jack and James,5.0,,"American, chicken wings",+52 999 276 1298,"26 diag, Avenida de Brisas",97144,Mérida,Yucatán,MX,,
Pura Vida,3.0,$$,"American, chicken wings",+52 81 840 08888,"Rio Amazonas Ote. 150, Col. del Valle",88000,Del Valle,Nuevo León,MX,,Mon 10:00 am - 12:00 am; Tue 10:00 am - 12:00 am; Wed 10:00 am - 12:00 am; Thu 10:00 am - 12:00 am; Fri 10:00 am - 12:00 am; Sat 10:00 am - 12:00 am; Sun 10:00 am - 6:00 pm Closed now
Red Lobster,4.0,$$$,"American, chicken wings",+52 33 361 14073,"Av. Patria 110, Col. Puerta de Hierro",45020,Zapopan,Jalisco,MX,redlobster.com.mx/index.php,Mon 1:00 pm - 11:00 pm; Tue 1:00 pm - 11:00 pm; Wed 1:00 pm - 11:00 pm; Thu 1:00 pm - 11:00 pm; Fri 1:00 pm - 1:00 am; Sat 1:00 pm - 1:00 am; Sun 1:00 pm - 10:00 pm Closed now
Restaurant California,3.5,$$$,"American, chicken wings",+52 222 235 0725,"Ignacio Zaragoza 200, Col. los Pinos",72240,Heroica Puebla de Zaragoza,Puebla,MX,rcalifornia.com,
Restaurante Liverpool Cumbres,4.0,,"American, chicken wings",,Hacienda Peñuelas 6769,64619,Monterrey,Nuevo León,MX,,Mon 10:00 am - 9:00 pm; Tue 10:00 am - 9:00 pm; Wed 10:00 am - 9:00 pm; Thu 10:00 am - 9:00 pm; Fri 10:00 am - 9:00 pm; Sat 10:00 am - 9:00 pm; Sun 10:00 am - 9:00 pm Closed now
Sal y Leña,3.0,$$,"American, chicken wings",,Antonio Dovali Jaime 212,01219,"México, D.F.",,MX,,
San José,,,"American, chicken wings",+52 55 6363 2621,"Plateros 7, Col. San José Insurgentes",03900,"México, D.F.",,MX,san-jose.com.mx,Mon 1:30 pm - 1:00 am; Tue 1:30 pm - 1:00 am; Wed 1:30 pm - 1:00 am; Thu 1:30 pm - 1:00 am; Fri 1:30 pm - 1:00 am; Sat 1:30 pm - 1:00 am; Sun 1:30 pm - 6:00 pm Closed now
Selekto,5.0,$,"American, chicken wings",+52 55 8500 0177,Carlos B.Zetina 2,06170,"México, D.F.",,MX,selekto.com.mx,Mon 6:00 am - 8:00 pm; Tue 6:00 am - 8:00 pm; Wed 6:00 am - 8:00 pm; Thu 6:00 am - 8:00 pm; Fri 6:00 am - 8:00 pm; Sat 6:00 am - 8:00 pm; Sun Closed
Sierra Madre Brewing Company,4.0,$$$,"American, chicken wings",+52 81 834 98105,"Av. Eugenio Garza Sada 4373, Colonia Contry",64890,Monterrey,Nuevo León,MX,smbc.com.mx,
Sirloin Stockade,4.0,$$,"American, chicken wings",+52 55 5679 7610,"Av. Canal de Miramontes 2053, Local 9B",04920,"México, D.F.",,MX,sirloindf.com,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 12:00 pm - 9:00 pm; Fri 9:00 am - 10:00 pm; Sat 9:00 am - 10:00 pm; Sun 9:00 am - 9:00 pm Closed now
Sirloin Stockade,3.5,$$,"American, chicken wings",+52 55 5616 3445,"Av. Altamirano 46, Col. Tizapán San Ángel",01090,"México, D.F.",,MX,sirloindf.com,Mon 12:00 pm - 9:00 pm; Tue 12:00 pm - 9:00 pm; Wed 12:00 pm - 9:00 pm; Thu 12:00 pm - 9:00 pm; Fri 12:00 pm - 10:00 pm; Sat 9:00 am - 10:00 pm; Sun 9:00 am - 9:00 pm Closed now
Sirloin Stockade Buffet,,,"American, chicken wings",+52 664 686 0803,Ramón Alanid Cardenas No.15601-34 La Mesa,22000,La Mesa,Baja California,MX,sirloinbuffet.com,
Sirloin Stockade Lindavista,3.0,$$,"American, chicken wings",+52 55 8394 5428,"Carretera Miguel Alemán 5391, Col. La Purísima",64590,Guadalupe,Nuevo León,MX,,
Soma Restaurante,4.5,$$,"American, chicken wings",+52 999 195 6474,"Calle 21 375, Col. Málaga",97208,Mérida,Yucatán,MX,,Mon Closed; Tue Closed; Wed 9:00 am - 4:00 pm; Thu 9:00 am - 4:00 pm; Fri 9:00 am - 4:00 pm; Sat 9:00 am - 4:00 pm; Sun 9:00 am - 3:00 pm Open now
Splash Too,5.0,,"American, chicken wings",,Carretere Libre KM 32.5,22170,Rosarito,Baja California,MX,,
Sta.Ptrick’s Pub,3.0,,"American, chicken wings",+52 55 5211 3030,"Campeche 410, Hipodromo Condesa",06170,"México, D.F.",,MX,,
Steak House,,,"American, chicken wings",,Oriente 158 #169 Col. Moctezuma 2a sección,15500,"México, D.F.",,MX,,
Subway,,,"American, chicken wings",,Av. Las Palmas,22116,Tijuana,Baja California,MX,,
Sumatra,3.5,,"American, chicken wings",,"Buentono #258 col. Industrial, Gustavo A. Madero",07800,"México, D.F.",,MX,,
Susanna’s,4.5,$$,"American, chicken wings",+52 66 161 31187,México 4356,22710,Rosarito,Baja California,MX,susannasinrosarito.com,
T.G.I Friday´s Santa Fe,3.5,$$,"American, chicken wings",+52 55 5258 0824,"Av. Vasco de Quiroga No. 3800 Locales 437-440, Col. Antigua Mina La Totolapa, 05",01219,"México, D.F.",,MX,fridays.mx,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 1:00 am; Sat 12:00 pm - 1:00 am; Sun 12:00 pm - 10:00 pm Closed now
Taco Bell,4.0,,"American, chicken wings",,Primer Callejón Naciones Unidas 775,22000,Tijuana,Baja California,MX,,
Texas Ribs,2.0,$$$,"American, chicken wings",+52 55 5541 4816,"Centro Comercial Forum Buenavista, Av. Insurgentes Norte, Col. Buenavista",06350,"México, D.F.",,MX,texasribs.com.mx/sucursales-a\u2026,
Texas Ribs,,,"American, chicken wings",+52 55 5349 3329,"Centro Comercial La Cúspide, Av. Lomas Verdes 1200",53120,Naucalpan de Juárez,México,MX,texasribs.com.mx,
Texas Ribs,3.5,$$,"American, chicken wings",+52 55 5536 4202,Av. de los Insurgentes Sur 826,03100,"México, D.F.",,MX,texasribs.com.mx,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 1:00 am; Sat 12:00 pm - 1:00 am; Sun 12:00 pm - 10:00 pm Open now
Tgi Friday’s,3.5,$$,"American, chicken wings",+52 664 634 3113,Blvd. General Rodolfo Sánchez Taboada S/N,22010,Tijuana,Baja California,MX,,Mon 8:00 am - 1:00 am; Tue 8:00 am - 1:00 am; Wed 8:00 am - 1:00 am; Thu 8:00 am - 1:00 am; Fri 8:00 am - 2:00 am; Sat 8:00 am - 2:00 am; Sun 8:00 am - 12:00 am Closed now
TGI Friday’s,4.0,$$$,"American, chicken wings",+52 55 5601 5807,"Av. Popocatépetl 546, Col. Xoco",03330,"México, D.F.",,MX,fridays.mx,Mon 1:00 pm - 12:00 am; Tue 1:00 pm - 12:00 am; Wed 1:00 pm - 12:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 2:00 am; Sat 1:00 pm - 2:00 am; Sun 12:00 pm - 10:00 pm Closed now
TGI Friday’s,3.5,$$$,"American, chicken wings",,Av. Patriotismo 229,03800,"México, D.F.",,MX,,
Tgi Friday’s Macroplaza,2.5,$$,"American, chicken wings",,Blvd. Insurgentes,,Tijuana,Baja California,MX,,
TGI Fridays,4.0,$$,"American, chicken wings",+52 998 688 5090,Blvd. Cumbres S/N,,Cancún,Quintana Roo,MX,fridays.mx,Mon 1:00 pm - 12:00 am; Tue 1:00 pm - 12:00 am; Wed 1:00 pm - 12:00 am; Thu 1:00 pm - 1:00 am; Fri 1:00 pm - 2:00 am; Sat 1:00 pm - 2:00 am; Sun 1:00 pm - 12:00 am Closed now
TGI Fridays,4.0,$$,"American, chicken wings",,Tennesee 51,03840,"México, D.F.",,MX,fridays.mx,
The Grill,5.0,$$,"American, chicken wings",+52 998 891 5555,Blvd. Kukulcan Km. 8.5,77500,Cancún,Quintana Roo,MX,,Mon 7:00 am - 11:00 pm; Tue 7:00 am - 11:00 pm; Wed 7:00 am - 11:00 pm; Thu 7:00 am - 11:00 pm; Fri 7:00 am - 11:00 pm; Sat 7:00 am - 11:00 pm; Sun 7:00 am - 11:00 pm Open now
The Gualala Grill,,,"American, chicken wings",,Calle Nelson 373,44680,Guadalajara,Jalisco,MX,,
The Palm,4.0,$$$$,"American, chicken wings",+52 55 5327 7762,"Presidente Intercontinental, Campos Elíseos 218, Chapultepec Polanco, Miguel Hidalgo",11550,"México, D.F.",,MX,thepalm.com,Mon 1:00 pm - 11:30 pm; Tue 1:00 pm - 11:30 pm; Wed 1:00 pm - 11:30 pm; Thu 1:00 pm - 11:30 pm; Fri 1:00 pm - 11:30 pm; Sat 1:00 pm - 11:30 pm; Sun 1:00 pm - 6:00 pm Open now
The Wing Bike,,,"American, chicken wings",+52 999 258 8927,"Calle 74 397, Col. Las Américas",97139,Mérida,Yucatán,MX,,Mon 5:00 pm - 11:00 pm; Tue Closed; Wed 5:00 pm - 11:00 pm; Thu 5:00 pm - 11:00 pm; Fri 5:00 pm - 11:00 pm; Sat 2:00 pm - 12:00 am; Sun 2:00 pm - 11:00 pm Closed now
Times Square,3.0,$$,"American, chicken wings",,"Prado Norte, Lomas de Chapultepec",11000,"México, D.F.",,MX,,
Toks,,$$,"American, chicken wings",,Anillo Periferico,,Coyacán,D.F.,MX,toks.com.mx,
Tradewinds,2.5,,"American, chicken wings",+52 998 848 7099,"Blvd. Kukulkan Km 9.5, Col. Zona Hotelera, Manzana 51",77500,Cancún,Quintana Roo,MX,cancun.ziva.hyatt.com/es/hote\u2026,Mon 7:00 am - 11:00 pm; Tue 7:00 am - 11:00 pm; Wed 7:00 am - 11:00 pm; Thu 7:00 am - 11:00 pm; Fri 7:00 am - 11:00 pm; Sat 7:00 am - 11:00 pm; Sun 7:00 am - 11:00 pm Open now
Turkey Legs & More,,,"American, chicken wings",+52 81 214 12940,"Distrito B-5 120, Col. Leones",64600,Monterrey,Nuevo León,MX,,Mon Closed; Tue 12:00 pm - 10:00 pm; Wed 12:00 pm - 10:00 pm; Thu 12:00 pm - 10:00 pm; Fri 12:00 pm - 10:00 pm; Sat 12:00 pm - 10:00 pm; Sun 12:00 pm - 7:00 pm Closed now
Vallarta Yacht Club,5.0,$$$,"American, chicken wings",+52 322 297 2222,"Paseo de los Cocoteros 001, Local 20",,Nuevo Vallarta,Nayarit,MX,vallartayachtclub.org,
Vips,1.0,,"American, chicken wings",+52 55 9127 0241,"Av. El Rosario 1025, Col. Tierra Nueva.",02100,"México, D.F.",,MX,vips.sindelantal.mx,
Vips,,,"American, chicken wings",,Av. de los Insurgentes 18015,,Tijuana,Baja California,MX,vips.com.mx,
Vips,,$$,"American, chicken wings",+52 99 181 06604,Miguel Ángel de Quevedo 175 C,04318,"México, D.F.",,MX,vips.com.mx,
Vips,4.0,,"American, chicken wings",,"Aeropuerto Internacional de la Ciudad de México, Av. Capitan Carlos León S/N, Terminal 1",15620,Ciudad de México,D.F.,MX,vips.com.mx,
Wendy’s Coapa,4.0,$$,"American, chicken wings",+52 55 5525 8711,"Calzada de Las Bombas 91, Col. El Parque, Coyoacán",04909,"México, D.F.",,MX,wendysmexico.com,Mon 10:00 am - 9:00 pm; Tue 10:00 am - 9:00 pm; Wed 10:00 am - 9:00 pm; Thu 10:00 am - 9:00 pm; Fri 10:00 am - 9:00 pm; Sat 10:00 am - 9:00 pm; Sun 10:00 am - 9:00 pm Open now
Wing’s Army,4.0,,"American, chicken wings",+52 33 361 53633,"Diag. Golfo de Cortez 2981, Col. Vallarta San Lucas",44690,Guadalajara,Jalisco,MX,wingsarmy.mx,
Wing’s Army,3.0,$$,"American, chicken wings",+52 44 222 80692,"Calle Paseo Constituyentes 1285, Col. El Pueblito",76190,El Pueblito,Querétaro,MX,wingsarmy.com,
Wing’s Army,3.0,,"American, chicken wings",,"Calle Alejandro de Rodas 3573, Cumbres",64344,Monterrey,Nuevo León,MX,,
Wing’s Army,2.0,,"American, chicken wings",+52 44 225 72498,"Av. Revolución 81, Col. el Sol",76134,Santiago de Querétaro,Querétaro,MX,wingsarmy.com/mx,
Wing’s Army,3.5,$$,"American, chicken wings",+52 81 835 68353,Av. Vasconcelos 345,66267,Zona Santa Engracia,Nuevo León,MX,wingsarmy.mx,
Wing’s Army,2.0,,"American, chicken wings",,Av. Lázaro Cárdenas 2307,66278,Zona San Agustín,Nuevo León,MX,,
Wingman Chapultepec,3.0,$$,"American, chicken wings",+52 33 333 13219,"Av. Chapultepec 143 int.4, Americana",44600,Guadalajara,Jalisco,MX,,
Wings,3.0,$$,"American, chicken wings",,"Terminal 2 Aeropuerto de la Ciudad de México, Avenida Capitán Carlos León S/N, Col. Peñón de los Baños",15520,"México, D.F.",,MX,wings.com.mx,
Wings,2.5,$$,"American, chicken wings",,"Terminal 1 Aeropuerto de la Ciudad de México, Avenida Capitán Carlos León S/N, Colonia Peñón de los Baños",15620,"México, D.F.",,MX,wings.com.mx,
Wings,1.0,,"American, chicken wings",,Los Cabos International Airport,,El Salto,Baja California Sur,MX,,
Wings,,,"American, chicken wings",+52 55 5541 5677,"Eje 1 Norte Mosqueta 259, Col. Buenavista",06400,"México, D.F.",,MX,wings.com.mx,
Wings,1.0,,"American, chicken wings",,Xontepec 127,14050,Ciudad de México,D.F.,MX,wings.com.mx,
Wings,,,"American, chicken wings",+52 55 5512 6042,"Plaza Juárez, Av. Juárez 38",06050,Ejido del Centro,D.F.,MX,wings.com.mx,
Wings Army,2.5,,"American, chicken wings",+52 33 361 40885,"Vallarta 1282, Col. Americana",44160,Guadalajara,Jalisco,MX,,Mon 11:30 am - 7:00 pm; Tue 11:30 am - 7:00 pm; Wed 11:30 am - 7:00 pm; Thu 11:30 am - 7:00 pm; Fri 11:30 am - 7:00 pm; Sat 11:30 am - 7:00 pm; Sun Closed
Wings Army,,,"American, chicken wings",+52 33 362 48010,"Av. Bosques de San Isidro S/N, Col. Las Cañadas",45130,Zapopán,Jalisco,MX,wingsarmy.com/mx,
Wings Army,2.0,$$,"American, chicken wings",+52 44 224 84082,Calzada de los Arcos,76020,Santiago de Querétaro,Querétaro,MX,soldadowings.com,
Wings Factory,3.0,$$,"American, chicken wings",+52 55 2454 0642,Tamaulipas 136,06140,"México, D.F.",,MX,wingsfactory.com.mx,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 2:00 am; Fri 12:00 pm - 2:00 am; Sat 12:00 pm - 12:00 am; Sun Closed
Wings Station,3.0,,"American, chicken wings",,Av. Independencia 87,06000,"México, D.F.",,MX,,
Wings Stop,3.0,,"American, chicken wings",+52 55 5658 5654,Aguayo 12,04100,"México, D.F.",,MX,wingstop.com.mx,
Wingston,5.0,,"American, chicken wings",+52 33 318 44000,"Calle Sierra Madre 258, Col. Independencia Oriente",44340,Guadalajara,Jalisco,MX,,
Wingstop,3.0,$$$,"American, chicken wings",,Plaza Palmas,37353,León,Guanajuato,MX,wingstop.com.mx,
Wingstop,4.0,$$,"American, chicken wings",+52 55 5207 1794,Calle Liverpool 149,06600,"México, D.F.",,MX,wingstop.com.mx,Mon 12:00 pm - 11:00 pm; Tue 12:00 pm - 11:00 pm; Wed 12:00 pm - 11:00 pm; Thu 12:00 pm - 11:00 pm; Fri 12:00 pm - 11:00 pm; Sat 12:00 pm - 11:00 pm; Sun 12:00 pm - 9:00 pm Closed now
Wingstop,4.0,,"American, chicken wings",+52 55 5752 5296,"Rio Bamba 640, Col. Lindavista",07300,"México, D.F.",,MX,wingstop.com.mx,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 12:00 am; Sat 12:00 pm - 12:00 am; Sun 12:00 pm - 12:00 am Closed now
Wingstop,4.0,$$,"American, chicken wings",+52 44 221 20550,"Av. Constituyente 57, Col. Cimatario",76030,Santiago de Querétaro,Querétaro,MX,wingstop.com.mx,Mon 12:00 pm - 12:00 am; Tue 12:00 pm - 12:00 am; Wed 12:00 pm - 12:00 am; Thu 12:00 pm - 12:00 am; Fri 12:00 pm - 12:00 am; Sat 12:00 pm - 12:00 am; Sun 12:00 pm - 12:00 am Closed now
Wingstop,,,"American, chicken wings",+52 55 5656 5754,"Aguayo 12, Col. El Carmen",04100,"México, D.F.",,MX,wingstop.com.mx,
Wok & Grill,3.0,,"American, chicken wings",,"Gral. Benjamin Hill s/n, Colonia Condesa",06170,"México, D.F.",,MX,,
Zitla & Zicatela,4.0,,"American, chicken wings",+52 81 833 50719,"Ave. Vasconcelos #345 Ote, Plaza Tanarah",66267,Zona Santa Engracia,Nuevo León,MX,zitla.publishpath.com,
Kambu,3.0,,"American, Asian Fusion, ",,Blvd. Kukulkan 5,77500,Cancún,Quintana Roo,MX,fiestamericana.com,Mon 5:00 pm - 10:30 pm; Tue 5:00 pm - 10:30 pm; Wed 5:00 pm - 10:30 pm; Thu 5:00 pm - 10:30 pm; Fri 5:00 pm - 10:30 pm; Sat 5:00 pm - 10:30 pm; Sun 5:00 pm - 10:30 pm Closed now
La Javelina,5.0,$$,"American, Barbeque, ",,Prolongación 4 Oriente 1401,72810,San Andrés Cholula,Puebla,MX,,
